image,det_idx,yolo_conf,box,gt_class,raw_ocr,norm_ocr,ocr_conf,orientation,pp_variant,exact_match,is_floor,is_icon,iou
19_mp4-0010_jpg.rf.ecf2c76e378dd5d9bca7fb28adbe7f26,1,0.8083,"331,360,416,455",5,5,5,0.9998,flipped,clahe,True,True,False,0.5731
19_mp4-0015_jpg.rf.79b90ed8ca5ba4e32d525e3f49129754,0,0.8845,"0,181,107,295",9,0,0,0.9924,flipped,gray,False,True,False,0.9652
19_mp4-0015_jpg.rf.79b90ed8ca5ba4e32d525e3f49129754,1,0.854,"19,350,125,439",3,,,0.0,original,gray,False,True,False,0.8275
19_mp4-0015_jpg.rf.79b90ed8ca5ba4e32d525e3f49129754,2,0.8488,"320,343,416,434",5,5,5,1.0,original,clahe,True,True,False,0.9076
19_mp4-0015_jpg.rf.79b90ed8ca5ba4e32d525e3f49129754,3,0.8428,"171,348,271,436",4,,,0.0,original,gray,False,True,False,0.8805
19_mp4-0018_jpg.rf.11cff5da770c07bac8fd139b8f613583,0,0.8652,"223,207,349,327",9,0,0,0.7587,original,gray,False,True,False,0.8108
19_mp4-0018_jpg.rf.11cff5da770c07bac8fd139b8f613583,1,0.8481,"236,384,344,478",3,,,0.0,original,gray,False,True,False,0.8144
19_mp4-0018_jpg.rf.11cff5da770c07bac8fd139b8f613583,2,0.8458,"401,208,536,331",8,8,8,1.0,original,gray,True,True,False,0.9328
19_mp4-0018_jpg.rf.11cff5da770c07bac8fd139b8f613583,3,0.8456,"389,387,505,480",2,2,2,0.9589,flipped,gray,True,True,False,0.7943
19_mp4-0018_jpg.rf.11cff5da770c07bac8fd139b8f613583,4,0.8446,"543,388,640,479",1,,,0.0,original,gray,False,True,False,0.9256
19_mp4-0018_jpg.rf.11cff5da770c07bac8fd139b8f613583,5,0.8354,"77,386,182,480",4,,,0.0,original,gray,False,True,False,0.8365
19_mp4-0022_jpg.rf.4065a638f80cef081c01acd29a79294e,0,0.8886,"467,280,621,406",Open,,,0.0,original,gray,False,False,True,0.7873
19_mp4-0022_jpg.rf.4065a638f80cef081c01acd29a79294e,1,0.8671,"0,294,133,425",7,,,0.0,original,gray,False,True,False,0.8963
19_mp4-0022_jpg.rf.4065a638f80cef081c01acd29a79294e,2,0.8582,"449,472,582,574",Close,,,0.0,original,gray,False,False,True,0.8622
19_mp4-0022_jpg.rf.4065a638f80cef081c01acd29a79294e,3,0.8504,"50,489,170,590",1,,,0.0,original,gray,False,True,False,0.8882
19_mp4-0022_jpg.rf.4065a638f80cef081c01acd29a79294e,4,0.8403,"210,289,350,419",6,,,0.0,original,gray,False,True,False,0.9225
19_mp4-0022_jpg.rf.4065a638f80cef081c01acd29a79294e,5,0.8347,"225,483,353,584",B1,B 7,87,0.8957,flipped,clahe,False,True,False,0.7284
1_mp4-0000_jpg.rf.edc97faad33d6596a73417b74665b560,0,0.8811,"0,300,193,497",Close,,,0.0,original,gray,False,False,True,0.9602
1_mp4-0000_jpg.rf.edc97faad33d6596a73417b74665b560,1,0.8781,"385,296,568,465",Open,,,0.0,original,gray,False,False,True,0.8844
1_mp4-0002_jpg.rf.8af5806127805c8898e9ac142909bb80,0,0.9034,"0,380,183,567",Close,,,0.0,original,gray,False,False,True,0.8438
1_mp4-0002_jpg.rf.8af5806127805c8898e9ac142909bb80,1,0.882,"374,372,553,534",Open,,,0.0,original,gray,False,False,True,0.936
1_mp4-0007_jpg.rf.7da564dea972d214904d2b2f03a4728c,0,0.8886,"380,305,582,507",5,5,5,1.0,original,clahe,True,True,False,0.8521
1_mp4-0007_jpg.rf.7da564dea972d214904d2b2f03a4728c,1,0.8835,"15,295,194,475",B1,BI,81,0.6068,original,gray,False,True,False,0.8343
1_mp4-0007_jpg.rf.7da564dea972d214904d2b2f03a4728c,2,0.8823,"0,0,167,184",1,,,0.0,original,gray,False,True,False,0.9457
1_mp4-0007_jpg.rf.7da564dea972d214904d2b2f03a4728c,3,0.843,"380,0,614,179",6,0,0,1.0,flipped,gray,False,True,False,0.862
1_mp4-0008_jpg.rf.3277cb0a7f1e54208142fc8bc50096a7,0,0.8824,"427,372,590,542",B1,ra,RA,0.6173,original,clahe,False,True,False,0.925
1_mp4-0008_jpg.rf.3277cb0a7f1e54208142fc8bc50096a7,1,0.8589,"44,398,239,592",5,5,5,1.0,flipped,clahe,True,True,False,0.8596
1_mp4-0008_jpg.rf.3277cb0a7f1e54208142fc8bc50096a7,2,0.8571,"13,48,240,278",6,6,6,0.7751,flipped,clahe,True,True,False,0.9121
1_mp4-0008_jpg.rf.3277cb0a7f1e54208142fc8bc50096a7,3,0.8433,"441,70,628,276",1,,,0.0,original,gray,False,True,False,0.9117
1_mp4-0009_jpg.rf.83341020a863829dd83de0ebd2db2b33,1,0.8732,"39,211,208,405",1,,,0.0,original,gray,False,True,False,0.8464
1_mp4-0011_jpg.rf.087d7aac2c82545ced0e9fccf6897324,0,0.8881,"411,141,639,368",7,,,0.0,original,gray,False,True,False,0.885
1_mp4-0011_jpg.rf.087d7aac2c82545ced0e9fccf6897324,1,0.8744,"58,448,224,625",1,,,0.0,original,gray,False,True,False,0.8284
1_mp4-0011_jpg.rf.087d7aac2c82545ced0e9fccf6897324,2,0.8726,"33,156,209,356",2,2,2,1.0,original,gray,True,True,False,0.8461
1_mp4-0011_jpg.rf.087d7aac2c82545ced0e9fccf6897324,3,0.8605,"409,482,612,639",6,6,6,0.9999,original,otsu,True,True,False,0.8951
1_mp4-0011_jpg.rf.0f63c965ca5909ab3329200df7cc7f4a,0,0.8852,"3,142,233,372",7,,,0.0,original,gray,False,True,False,0.8966
1_mp4-0011_jpg.rf.0f63c965ca5909ab3329200df7cc7f4a,1,0.8799,"18,481,230,640",6,6,6,1.0,flipped,otsu,True,True,False,0.8871
1_mp4-0011_jpg.rf.0f63c965ca5909ab3329200df7cc7f4a,2,0.8692,"427,152,612,357",2,2,2,1.0,flipped,clahe,True,True,False,0.8973
1_mp4-0011_jpg.rf.0f63c965ca5909ab3329200df7cc7f4a,3,0.8621,"414,444,586,625",1,,,0.0,original,gray,False,True,False,0.8263
1_mp4-0013_jpg.rf.a524380df8f67af65f6d56dec3d5492d,0,0.8746,"409,90,596,283",3,3,3,1.0,flipped,clahe,True,True,False,0.9019
1_mp4-0013_jpg.rf.a524380df8f67af65f6d56dec3d5492d,1,0.872,"0,55,213,289",8,8,8,1.0,flipped,clahe,True,True,False,0.9193
1_mp4-0013_jpg.rf.a524380df8f67af65f6d56dec3d5492d,2,0.8631,"397,386,566,574",2,2,2,1.0,flipped,gray,True,True,False,0.8781
1_mp4-0013_jpg.rf.a524380df8f67af65f6d56dec3d5492d,3,0.856,"0,412,207,625",7,,,0.0,original,gray,False,True,False,0.9259
2_mp4-0011_jpg.rf.aa6294855ffd62872d175ec8154a24f1,0,0.8933,"264,474,427,626",Down,,,0.0,original,gray,False,False,True,0.8966
2_mp4-0011_jpg.rf.aa6294855ffd62872d175ec8154a24f1,1,0.8762,"278,18,476,232",Up,,,0.0,original,gray,False,False,True,0.8933
2_mp4-0015_jpg.rf.27ce9beb0229445d37a72dc60da0b8b6,0,0.8688,"129,23,283,212",Up,,,0.0,original,gray,False,False,True,0.933
2_mp4-0015_jpg.rf.27ce9beb0229445d37a72dc60da0b8b6,1,0.8164,"170,417,310,569",Down,,,0.0,original,gray,False,False,True,0.8868
3_mp4-0004_jpg.rf.c76f4739143aad284f99d092d16277bd,0,0.8726,"411,498,558,638",Open,,,0.0,original,gray,False,False,True,0.9457
3_mp4-0004_jpg.rf.c76f4739143aad284f99d092d16277bd,1,0.866,"158,522,299,640",6,6,6,1.0,flipped,clahe,True,True,False,0.911
3_mp4-0004_jpg.rf.c76f4739143aad284f99d092d16277bd,2,0.865,"388,69,548,247",Emergency,,,0.0,original,gray,False,False,False,0.9159
3_mp4-0004_jpg.rf.c76f4739143aad284f99d092d16277bd,3,0.8505,"0,543,96,640",7,,,0.0,original,gray,False,True,False,0.8017
3_mp4-0006_jpg.rf.37bbc5968f8a99785a7404fde0e2d538,0,0.8741,"57,209,192,342",Open,,,0.0,original,gray,False,False,True,0.8349
3_mp4-0006_jpg.rf.37bbc5968f8a99785a7404fde0e2d538,1,0.8638,"289,223,422,359",Close,6,6,1.0,original,clahe,False,False,True,0.891
3_mp4-0006_jpg.rf.37bbc5968f8a99785a7404fde0e2d538,2,0.8587,"57,428,192,551",Close,,,0.0,original,gray,False,False,True,0.8529
3_mp4-0006_jpg.rf.37bbc5968f8a99785a7404fde0e2d538,3,0.851,"276,442,408,567",B1,B1,B1,0.8841,original,clahe,True,True,False,0.8445
3_mp4-0006_jpg.rf.37bbc5968f8a99785a7404fde0e2d538,4,0.8493,"450,453,575,577",1,,,0.0,original,gray,False,True,False,0.8597
3_mp4-0006_jpg.rf.37bbc5968f8a99785a7404fde0e2d538,5,0.846,"476,234,606,374",7,7,7,1.0,original,clahe,True,True,False,0.8549
3_mp4-0009_jpg.rf.184d92e6ab5ebecd6a080fcd7681f93b,0,0.8903,"0,456,132,595",B1,B1,B1,0.9421,original,otsu,True,True,False,0.9259
3_mp4-0009_jpg.rf.184d92e6ab5ebecd6a080fcd7681f93b,1,0.8878,"188,470,344,607",1,,,0.0,original,gray,False,True,False,0.8942
3_mp4-0009_jpg.rf.184d92e6ab5ebecd6a080fcd7681f93b,2,0.883,"196,182,362,355",7,,,0.0,original,gray,False,True,False,0.9017
3_mp4-0009_jpg.rf.184d92e6ab5ebecd6a080fcd7681f93b,3,0.8662,"0,168,126,348",6,6,6,1.0,original,gray,True,True,False,0.9057
3_mp4-0009_jpg.rf.184d92e6ab5ebecd6a080fcd7681f93b,4,0.8587,"408,476,558,618",2,2,2,1.0,original,gray,True,True,False,0.9463
3_mp4-0009_jpg.rf.184d92e6ab5ebecd6a080fcd7681f93b,5,0.8496,"444,197,607,372",8,8,8,1.0,flipped,clahe,True,True,False,0.8533
3_mp4-0016_jpg.rf.48f10a64418d12a972871d30d2b01b14,0,0.8753,"383,394,547,546",4,,,0.0,original,gray,False,True,False,0.9454
3_mp4-0016_jpg.rf.48f10a64418d12a972871d30d2b01b14,1,0.8436,"149,418,301,573",5,5,5,0.9695,flipped,clahe,True,True,False,0.9175
3_mp4-0018_jpg.rf.4304b6f2f0c8b8d56f931e3771b5d32a,0,0.8632,"408,460,562,609",4,,,0.0,original,gray,False,True,False,0.7719
3_mp4-0018_jpg.rf.4304b6f2f0c8b8d56f931e3771b5d32a,1,0.8589,"0,106,111,304",8,8,8,0.9999,flipped,otsu,True,True,False,0.9275
3_mp4-0018_jpg.rf.4304b6f2f0c8b8d56f931e3771b5d32a,2,0.8576,"0,416,115,569",2,2,2,1.0,original,gray,True,True,False,0.8417
3_mp4-0018_jpg.rf.4304b6f2f0c8b8d56f931e3771b5d32a,3,0.8547,"196,131,366,326",9,0,0,0.9955,flipped,gray,False,True,False,0.9082
3_mp4-0018_jpg.rf.4304b6f2f0c8b8d56f931e3771b5d32a,4,0.8528,"177,441,333,594",3,3,3,1.0,original,clahe,True,True,False,0.8906
3_mp4-0025_jpg.rf.ba659bfa591a2ebcd9a913cdce303def,0,0.8869,"50,523,243,640",Close,,,0.0,original,gray,False,False,True,0.9113
3_mp4-0025_jpg.rf.ba659bfa591a2ebcd9a913cdce303def,1,0.8777,"434,195,638,416",6,0,0,1.0,flipped,clahe,False,True,False,0.8323
3_mp4-0025_jpg.rf.ba659bfa591a2ebcd9a913cdce303def,2,0.8756,"392,551,582,639",B1,,,0.0,original,gray,False,True,False,0.8985
3_mp4-0025_jpg.rf.ba659bfa591a2ebcd9a913cdce303def,3,0.8581,"46,168,257,384",Open,,,0.0,original,gray,False,False,True,0.9176
3_mp4-0027_jpg.rf.fc64f145d45e93bea6eb330bb32a8673,0,0.8802,"115,431,285,590",Close,,,0.0,original,gray,False,False,True,0.8045
3_mp4-0027_jpg.rf.fc64f145d45e93bea6eb330bb32a8673,1,0.8767,"427,451,595,610",B1,B,B,0.9826,original,otsu,False,True,False,0.7854
3_mp4-0027_jpg.rf.fc64f145d45e93bea6eb330bb32a8673,2,0.8735,"115,95,304,299",Open,,,0.0,original,gray,False,False,True,0.7959
3_mp4-0027_jpg.rf.fc64f145d45e93bea6eb330bb32a8673,3,0.8636,"463,127,640,328",6,6,6,1.0,original,gray,True,True,False,0.8961
3_mp4-0035_jpg.rf.0a035bf6d38425339b43c4644faf65c1,0,0.8714,"0,0,90,116",Emergency,0,0,0.9967,original,clahe,False,False,False,0.9396
3_mp4-0035_jpg.rf.0a035bf6d38425339b43c4644faf65c1,1,0.8622,"170,472,267,561",B1,B,B,0.9998,original,clahe,False,True,False,0.8736
3_mp4-0035_jpg.rf.0a035bf6d38425339b43c4644faf65c1,2,0.856,"174,311,276,414",6,6,6,0.998,original,gray,True,True,False,0.7129
3_mp4-0035_jpg.rf.0a035bf6d38425339b43c4644faf65c1,3,0.8538,"0,301,97,401",Open,,,0.0,original,gray,False,False,True,0.8635
3_mp4-0035_jpg.rf.0a035bf6d38425339b43c4644faf65c1,4,0.8492,"315,319,416,419",7,7,7,0.9742,original,gray,True,True,False,0.7427
3_mp4-0035_jpg.rf.0a035bf6d38425339b43c4644faf65c1,5,0.8448,"1,462,104,556",Close,,,0.0,original,gray,False,False,True,0.8849
3_mp4-0035_jpg.rf.0a035bf6d38425339b43c4644faf65c1,6,0.829,"459,323,556,431",8,8,8,1.0,original,clahe,True,True,False,0.9422
3_mp4-0035_jpg.rf.0a035bf6d38425339b43c4644faf65c1,7,0.8214,"303,476,396,567",1,,,0.0,original,gray,False,True,False,0.8139
3_mp4-0035_jpg.rf.0a035bf6d38425339b43c4644faf65c1,8,0.8195,"430,479,523,570",2,2,2,0.9999,original,clahe,True,True,False,0.8302
3_mp4-0035_jpg.rf.0a035bf6d38425339b43c4644faf65c1,9,0.8129,"557,486,640,575",3,3,3,1.0,original,clahe,True,True,False,0.8499
4_mp4-0002_jpg.rf.50b92dcd8869a75c326628784a9dcbdf,0,0.8493,"4,146,205,339",9,,,0.0,original,gray,False,True,False,0.8914
4_mp4-0002_jpg.rf.50b92dcd8869a75c326628784a9dcbdf,2,0.8313,"9,380,212,552",8,,,0.0,original,gray,False,True,False,0.7701
4_mp4-0002_jpg.rf.50b92dcd8869a75c326628784a9dcbdf,3,0.8219,"382,371,554,530",17,17,17,1.0,original,gray,True,True,False,0.8051
4_mp4-0002_jpg.rf.50b92dcd8869a75c326628784a9dcbdf,4,0.7733,"375,155,568,324",17,18,18,0.9999,original,gray,False,True,False,0.9738
4_mp4-0004_jpg.rf.019981c6244c5d80dfa7f93c158564bb,0,0.8517,"515,144,639,332",8,,,0.0,original,gray,False,True,False,0.8463
4_mp4-0004_jpg.rf.019981c6244c5d80dfa7f93c158564bb,1,0.8431,"512,371,640,539",7,,,0.0,original,gray,False,True,False,0.8997
4_mp4-0004_jpg.rf.019981c6244c5d80dfa7f93c158564bb,3,0.8228,"174,543,333,640",15,15,15,1.0,flipped,clahe,True,True,False,0.8411
4_mp4-0004_jpg.rf.019981c6244c5d80dfa7f93c158564bb,4,0.8194,"172,351,339,510",16,16,16,1.0,flipped,clahe,True,True,False,0.9581
4_mp4-0004_jpg.rf.019981c6244c5d80dfa7f93c158564bb,5,0.8137,"157,140,341,316",17,17,17,1.0,flipped,clahe,True,True,False,0.7806
4_mp4-0004_jpg.rf.6c9fddcf51a79a832a03f7f25ceb718c,0,0.868,"298,145,480,317",17,17,17,1.0,original,gray,True,True,False,0.79
4_mp4-0004_jpg.rf.6c9fddcf51a79a832a03f7f25ceb718c,1,0.8545,"0,146,121,330",8,,,0.0,original,gray,False,True,False,0.8312
4_mp4-0004_jpg.rf.6c9fddcf51a79a832a03f7f25ceb718c,2,0.8426,"312,544,470,640",15,15,15,1.0,original,clahe,True,True,False,0.8536
4_mp4-0004_jpg.rf.6c9fddcf51a79a832a03f7f25ceb718c,4,0.8372,"0,370,128,538",7,,,0.0,original,gray,False,True,False,0.8997
4_mp4-0004_jpg.rf.6c9fddcf51a79a832a03f7f25ceb718c,6,0.8163,"297,352,469,510",16,16,16,1.0,original,clahe,True,True,False,0.9584
4_mp4-0005_jpg.rf.ce428709698ae4d36d30b19943288709,0,0.8572,"409,353,576,493",7,,,0.0,original,gray,False,True,False,0.7519
4_mp4-0005_jpg.rf.ce428709698ae4d36d30b19943288709,1,0.8553,"401,531,562,639",6,,,0.0,original,gray,False,True,False,0.9078
4_mp4-0005_jpg.rf.ce428709698ae4d36d30b19943288709,2,0.847,"118,0,276,131",18,18,18,1.0,flipped,otsu,True,True,False,0.9737
4_mp4-0005_jpg.rf.ce428709698ae4d36d30b19943288709,3,0.8455,"120,158,281,309",17,17,17,1.0,flipped,otsu,True,True,False,0.8978
4_mp4-0005_jpg.rf.ce428709698ae4d36d30b19943288709,4,0.8441,"421,164,590,325",8,,,0.0,original,gray,False,True,False,0.7491
4_mp4-0005_jpg.rf.ce428709698ae4d36d30b19943288709,5,0.8411,"431,0,597,129",9,,,0.0,original,gray,False,True,False,0.8445
4_mp4-0005_jpg.rf.ce428709698ae4d36d30b19943288709,6,0.8299,"130,496,275,627",15,15,15,0.9992,flipped,clahe,True,True,False,0.9025
4_mp4-0005_jpg.rf.ce428709698ae4d36d30b19943288709,7,0.8249,"127,335,279,475",16,16,16,0.9988,flipped,clahe,True,True,False,0.8823
4_mp4-0006_jpg.rf.56ee7bab88f6bf2c7027eeb07a0f713a,0,0.8507,"94,443,246,565",6,,,0.0,original,gray,False,True,False,0.8803
4_mp4-0006_jpg.rf.56ee7bab88f6bf2c7027eeb07a0f713a,1,0.8474,"83,283,233,416",7,,,0.0,original,gray,False,True,False,0.9201
4_mp4-0006_jpg.rf.56ee7bab88f6bf2c7027eeb07a0f713a,2,0.8463,"362,562,486,640",14,14,14,0.9431,original,clahe,True,True,False,0.9188
4_mp4-0006_jpg.rf.56ee7bab88f6bf2c7027eeb07a0f713a,3,0.8426,"75,108,228,250",8,,,0.0,original,gray,False,True,False,0.9051
4_mp4-0006_jpg.rf.56ee7bab88f6bf2c7027eeb07a0f713a,6,0.8401,"353,268,495,398",16,16,16,0.9991,original,clahe,True,True,False,0.8545
4_mp4-0006_jpg.rf.56ee7bab88f6bf2c7027eeb07a0f713a,7,0.8365,"352,106,498,249",17,17,17,1.0,original,clahe,True,True,False,0.7955
4_mp4-0006_jpg.rf.56ee7bab88f6bf2c7027eeb07a0f713a,8,0.8225,"356,419,484,540",15,15,15,0.9997,original,clahe,True,True,False,0.8013
4_mp4-0006_jpg.rf.f6b7ef5486562f815b9e3f6d0e997f9e,0,0.8606,"355,269,494,399",16,16,16,1.0,original,clahe,True,True,False,0.8737
4_mp4-0006_jpg.rf.f6b7ef5486562f815b9e3f6d0e997f9e,1,0.8523,"84,283,234,418",7,,,0.0,original,gray,False,True,False,0.9216
4_mp4-0006_jpg.rf.f6b7ef5486562f815b9e3f6d0e997f9e,2,0.8485,"95,442,246,567",6,,,0.0,original,gray,False,True,False,0.8796
4_mp4-0006_jpg.rf.f6b7ef5486562f815b9e3f6d0e997f9e,3,0.8456,"76,108,227,253",8,,,0.0,original,gray,False,True,False,0.9226
4_mp4-0006_jpg.rf.f6b7ef5486562f815b9e3f6d0e997f9e,6,0.842,"361,562,486,640",14,14,14,0.9999,original,clahe,True,True,False,0.9259
4_mp4-0006_jpg.rf.f6b7ef5486562f815b9e3f6d0e997f9e,7,0.8294,"358,420,486,540",15,15,15,0.9998,original,clahe,True,True,False,0.8073
4_mp4-0006_jpg.rf.f6b7ef5486562f815b9e3f6d0e997f9e,8,0.8287,"353,106,497,249",17,17,17,1.0,original,gray,True,True,False,0.7951
4_mp4-0008_jpg.rf.847cad626a735e09c328a09840f5c24d,0,0.8659,"0,48,140,233",7,,,0.0,original,gray,False,True,False,0.9459
4_mp4-0008_jpg.rf.847cad626a735e09c328a09840f5c24d,1,0.8612,"0,474,154,627",5,5,5,0.9963,original,clahe,True,True,False,0.8259
4_mp4-0008_jpg.rf.847cad626a735e09c328a09840f5c24d,2,0.85,"0,269,146,434",6,,,0.0,original,gray,False,True,False,0.9335
4_mp4-0008_jpg.rf.847cad626a735e09c328a09840f5c24d,3,0.8299,"317,443,478,589",14,14,14,1.0,original,clahe,True,True,False,0.7751
4_mp4-0008_jpg.rf.847cad626a735e09c328a09840f5c24d,4,0.8201,"315,260,480,413",15,15,15,0.9998,original,clahe,True,True,False,0.8735
4_mp4-0008_jpg.rf.847cad626a735e09c328a09840f5c24d,5,0.8051,"305,54,480,220",16,16,16,1.0,original,otsu,True,True,False,0.8362
4_mp4-0008_jpg.rf.d062a6ab0539bb9a8224a14cd0725e05,0,0.8661,"0,48,140,234",7,,,0.0,original,gray,False,True,False,0.9409
4_mp4-0008_jpg.rf.d062a6ab0539bb9a8224a14cd0725e05,1,0.8542,"0,474,154,627",5,5,5,0.9985,original,clahe,True,True,False,0.8259
4_mp4-0008_jpg.rf.d062a6ab0539bb9a8224a14cd0725e05,2,0.8495,"0,269,146,435",6,,,0.0,original,gray,False,True,False,0.928
4_mp4-0008_jpg.rf.d062a6ab0539bb9a8224a14cd0725e05,3,0.8285,"317,443,478,589",14,14,14,1.0,original,clahe,True,True,False,0.7751
4_mp4-0008_jpg.rf.d062a6ab0539bb9a8224a14cd0725e05,4,0.8207,"315,260,480,414",15,15,15,0.9999,original,clahe,True,True,False,0.8681
4_mp4-0008_jpg.rf.d062a6ab0539bb9a8224a14cd0725e05,5,0.8041,"305,54,480,221",16,16,16,1.0,original,otsu,True,True,False,0.8407
5_mp4-0005_jpg.rf.725e93ee74a99c893140b22f2334722f,0,0.8602,"433,478,617,638",4,4,4,0.8193,flipped,clahe,True,True,False,0.9349
5_mp4-0005_jpg.rf.725e93ee74a99c893140b22f2334722f,1,0.8427,"84,250,268,421",14,14,14,0.9583,flipped,clahe,True,True,False,0.8761
5_mp4-0005_jpg.rf.725e93ee74a99c893140b22f2334722f,2,0.8316,"458,24,639,225",6,,,0.0,original,gray,False,True,False,0.9348
5_mp4-0005_jpg.rf.725e93ee74a99c893140b22f2334722f,3,0.8306,"450,269,637,443",5,,,0.0,original,gray,False,True,False,0.9275
5_mp4-0005_jpg.rf.725e93ee74a99c893140b22f2334722f,4,0.8289,"57,20,281,208",15,15,15,1.0,flipped,clahe,True,True,False,0.8884
5_mp4-0005_jpg.rf.725e93ee74a99c893140b22f2334722f,5,0.8275,"88,455,265,611",13,13,13,1.0,flipped,clahe,True,True,False,0.9197
5_mp4-0006_jpg.rf.e8218b0e6e6751f982d45bc88f8c4e0a,0,0.8495,"86,350,268,516",13,13,13,0.9995,flipped,clahe,True,True,False,0.8945
5_mp4-0006_jpg.rf.e8218b0e6e6751f982d45bc88f8c4e0a,1,0.8488,"67,121,269,306",14,14,14,1.0,flipped,clahe,True,True,False,0.8695
5_mp4-0006_jpg.rf.e8218b0e6e6751f982d45bc88f8c4e0a,2,0.8484,"459,130,640,331",5,,,0.0,original,gray,False,True,False,0.8703
5_mp4-0006_jpg.rf.e8218b0e6e6751f982d45bc88f8c4e0a,3,0.8419,"450,366,638,543",4,,,0.0,original,gray,False,True,False,0.9177
5_mp4-0006_jpg.rf.e8218b0e6e6751f982d45bc88f8c4e0a,4,0.83,"87,553,270,639",12,19,19,0.9734,flipped,gray,False,True,False,0.8436
5_mp4-0007_jpg.rf.530f4fb1d48d750a39afa7f24d3ba0ae,0,0.8749,"0,491,192,639",3,8,8,0.874,flipped,clahe,False,True,False,0.9257
5_mp4-0007_jpg.rf.530f4fb1d48d750a39afa7f24d3ba0ae,1,0.8523,"383,468,572,638",12,12,12,0.8637,original,gray,True,True,False,0.8657
5_mp4-0007_jpg.rf.530f4fb1d48d750a39afa7f24d3ba0ae,2,0.8496,"0,0,158,202",5,,,0.0,original,gray,False,True,False,0.9061
5_mp4-0007_jpg.rf.530f4fb1d48d750a39afa7f24d3ba0ae,3,0.8477,"0,250,171,452",4,4i,41,0.2118,original,clahe,False,True,False,0.9035
5_mp4-0007_jpg.rf.530f4fb1d48d750a39afa7f24d3ba0ae,4,0.8264,"385,0,621,181",14,14,14,1.0,original,clahe,True,True,False,0.9115
5_mp4-0007_jpg.rf.530f4fb1d48d750a39afa7f24d3ba0ae,5,0.8115,"384,237,591,431",13,13,13,0.9108,original,gray,True,True,False,0.8412
5_mp4-0008_jpg.rf.f05c64c06926b8489655f344f602e4a6,0,0.8564,"377,550,575,639",11,,,0.0,original,gray,False,True,False,0.9147
5_mp4-0008_jpg.rf.f05c64c06926b8489655f344f602e4a6,1,0.853,"0,339,169,536",3,Fl,FL,0.0023,original,gray,False,True,False,0.9418
5_mp4-0008_jpg.rf.f05c64c06926b8489655f344f602e4a6,2,0.8437,"380,49,611,272",13,13,13,0.9999,original,clahe,True,True,False,0.9121
5_mp4-0008_jpg.rf.f05c64c06926b8489655f344f602e4a6,3,0.8364,"376,321,587,512",12,ST,ST,0.735,flipped,gray,False,True,False,0.8479
5_mp4-0008_jpg.rf.f05c64c06926b8489655f344f602e4a6,4,0.8335,"0,58,155,295",4,,,0.0,original,gray,False,True,False,0.8685
5_mp4-0011_jpg.rf.7fdd9d5b2cdec8b41d6eb167e99d45da,0,0.8481,"492,288,640,511",1,,,0.0,original,gray,False,True,False,0.8294
5_mp4-0011_jpg.rf.7fdd9d5b2cdec8b41d6eb167e99d45da,1,0.8369,"17,3,259,225",11,,,0.0,original,gray,False,True,False,0.8881
5_mp4-0011_jpg.rf.7fdd9d5b2cdec8b41d6eb167e99d45da,2,0.8355,"54,273,262,474",10,10,10,0.9846,flipped,clahe,True,True,False,0.7621
5_mp4-0014_jpg.rf.e0b6e95703deeda524174242f89f9781,0,0.8577,"403,304,593,468",Close,3k,3K,0.2343,flipped,clahe,False,False,True,0.7208
5_mp4-0014_jpg.rf.e0b6e95703deeda524174242f89f9781,1,0.845,"0,0,201,192",1,,,0.0,original,gray,False,True,False,0.7977
5_mp4-0014_jpg.rf.e0b6e95703deeda524174242f89f9781,2,0.8418,"18,318,217,489",Open,47,47,0.5499,original,gray,False,False,True,0.8238
5_mp4-0014_jpg.rf.e0b6e95703deeda524174242f89f9781,3,0.8286,"419,1,631,178",10,10,10,0.9997,original,clahe,True,True,False,0.9246
6_mp4-0007_jpg.rf.1068a08c848c4faaf92e41a89b4b8eb9,0,0.8485,"47,259,242,442",7,,,0.0,original,gray,False,True,False,0.8932
6_mp4-0007_jpg.rf.1068a08c848c4faaf92e41a89b4b8eb9,1,0.8438,"37,29,246,226",13,13,13,1.0,original,clahe,True,True,False,0.6507
6_mp4-0007_jpg.rf.1068a08c848c4faaf92e41a89b4b8eb9,2,0.8378,"366,255,563,443",8,8,8,1.0,original,clahe,True,True,False,0.8994
6_mp4-0007_jpg.rf.1068a08c848c4faaf92e41a89b4b8eb9,3,0.8375,"60,473,247,639",1,,,0.0,original,gray,False,True,False,0.8203
6_mp4-0007_jpg.rf.1068a08c848c4faaf92e41a89b4b8eb9,4,0.8301,"366,473,546,638",2,2,2,1.0,original,clahe,True,True,False,0.8856
6_mp4-0007_jpg.rf.1068a08c848c4faaf92e41a89b4b8eb9,5,0.7959,"365,27,574,221",14,14,14,1.0,original,clahe,True,True,False,0.7747
6_mp4-0008_jpg.rf.21c83959871866e9f07b07957fd1d33a,0,0.8453,"149,452,319,608",2,2,2,1.0,flipped,clahe,True,True,False,0.8628
6_mp4-0008_jpg.rf.21c83959871866e9f07b07957fd1d33a,1,0.8451,"425,451,603,608",1,,,0.0,original,gray,False,True,False,0.8775
6_mp4-0008_jpg.rf.21c83959871866e9f07b07957fd1d33a,2,0.8393,"140,50,327,225",14,14,14,0.9999,flipped,clahe,True,True,False,0.8623
